tcp-traceroute from 192.168.100.4 to 104.20.67.46
 3  *
 4  202.163.124.57  2.861 ms ICMP
 5  116.71.134.65  2.836 ms ICMP
 6  221.120.223.57  3.460 ms ICMP
 7  221.120.254.49  23.401 ms ICMP
 8  202.125.128.135  22.785 ms ICMP
 9  116.51.26.49  102.117 ms ICMP
10  129.250.7.18  109.770 ms ICMP
11  129.250.4.34  103.919 ms ICMP
12  129.250.2.67  166.442 ms ICMP
13  129.250.7.33  163.609 ms ICMP
14  129.250.8.26  277.361 ms ICMP
15  219.158.3.181  272.419 ms ICMP
16  219.158.5.149  264.298 ms ICMP
17  *
18  61.148.157.110  264.455 ms ICMP
19  61.48.75.178  262.157 ms ICMP
20  *
21  211.154.11.214  260.628 ms ICMP
22  211.154.10.113  261.633 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.24.16.100
 1  192.168.100.1  0.854 ms ICMP
 2  202.163.124.100  2.349 ms ICMP
 3  *
 4  202.163.124.57  4.601 ms ICMP
 5  116.71.134.65  2.752 ms ICMP
 6  221.120.223.57  2.655 ms ICMP
 7  221.120.254.49  24.126 ms ICMP
 8  221.120.251.88  21.654 ms ICMP
 9  221.120.200.3  22.903 ms ICMP
10  104.24.16.100  20.899 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.5.162
 1  192.168.100.1  1.143 ms ICMP
 2  202.163.124.100  2.302 ms ICMP
 3  *
 4  202.163.124.57  2.858 ms ICMP
 5  116.71.134.65  2.807 ms ICMP
 6  221.120.223.57  5.183 ms ICMP
 7  221.120.254.49  22.104 ms ICMP
 8  221.120.251.88  22.094 ms ICMP
 9  221.120.200.3  22.806 ms ICMP
10  104.28.5.162  22.081 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.20.27.14
 1  192.168.100.1  1.335 ms ICMP
 2  202.163.124.100  4.895 ms ICMP
 3  *
 4  202.163.124.57  4.520 ms ICMP
 5  116.71.134.65  2.706 ms ICMP
 6  221.120.223.53  3.661 ms ICMP
 7  221.120.254.18  26.873 ms ICMP
 8  221.120.251.101  26.490 ms ICMP
 9  221.120.200.3  25.170 ms ICMP
10  104.20.27.14  26.281 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 112.74.143.83
 1  192.168.100.1  1.030 ms ICMP
 2  202.163.124.100  9.606 ms ICMP
 3  *
 4  202.163.124.57  2.849 ms ICMP
 5  116.71.134.65  2.732 ms ICMP
 6  221.120.223.53  5.119 ms ICMP
 7  221.120.254.18  22.840 ms ICMP
 8  221.120.248.3  20.560 ms ICMP
 9  93.186.129.214  120.340 ms ICMP
10  195.22.211.36  151.669 ms ICMP
11  89.221.34.147  152.263 ms ICMP
12  202.97.58.33  297.633 ms ICMP
13  202.97.94.70  292.488 ms ICMP
14  202.97.91.29  334.473 ms ICMP
15  119.147.222.6  315.323 ms ICMP
16  183.2.182.130  344.364 ms ICMP
17  183.2.180.182  314.604 ms ICMP
18  *
19  *
20  *
21  *
22  112.74.143.83  306.343 ms ICMP
tcp-traceroute from 192.168.100.4 to 104.27.177.87
 1  192.168.100.1  0.860 ms ICMP
 2  202.163.124.100  2.236 ms ICMP
 3  192.168.146.53  6.429 ms ICMP
 4  202.163.124.57  2.787 ms ICMP
 5  116.71.134.65  2.724 ms ICMP
 6  221.120.223.53  6.495 ms ICMP
 7  221.120.254.18  27.872 ms ICMP
 8  221.120.251.101  22.563 ms ICMP
 9  221.120.200.3  20.396 ms ICMP
10  104.27.177.87  21.157 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 210.242.183.109
 1  192.168.100.1  0.901 ms ICMP
 2  202.163.124.100  2.379 ms ICMP
 3  *
 4  202.163.124.57  3.325 ms ICMP
 5  116.71.134.65  2.830 ms ICMP
 6  221.120.223.53  4.143 ms ICMP
 7  221.120.254.18  26.219 ms ICMP
 8  202.125.128.135  23.385 ms ICMP
 9  *
10  *
11  4.7.26.30  300.649 ms ICMP
12  202.39.91.50  430.170 ms ICMP
13  220.128.6.82  436.700 ms ICMP
14  220.128.11.150  316.196 ms ICMP
15  220.128.1.5  306.688 ms ICMP
16  168.95.210.5  314.951 ms ICMP
17  *
18  *
19  *
20  *
21  *
22  *
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  *
31  *
tcp-traceroute from 192.168.100.4 to 104.24.122.242
 1  192.168.100.1  0.902 ms ICMP
 2  202.163.124.100  2.285 ms ICMP
 3  192.168.146.53  4.532 ms ICMP
 4  202.163.124.57  2.858 ms ICMP
 5  116.71.134.65  3.038 ms ICMP
 6  221.120.223.53  6.223 ms ICMP
 7  221.120.254.18  22.515 ms ICMP
 8  221.120.251.101  22.186 ms ICMP
 9  221.120.200.3  39.677 ms ICMP
10  104.24.122.242  22.928 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 42.51.39.223
 1  192.168.100.1  0.997 ms ICMP
 2  202.163.124.100  7.210 ms ICMP
 3  *
 4  202.163.124.57  3.102 ms ICMP
 5  116.71.134.65  2.894 ms ICMP
 6  221.120.223.53  3.549 ms ICMP
 7  221.120.254.18  27.331 ms ICMP
 8  202.125.128.163  24.352 ms ICMP
 9  195.22.197.164  123.271 ms ICMP
10  195.22.211.104  153.179 ms ICMP
11  89.221.34.147  151.651 ms ICMP
12  202.97.58.69  312.202 ms ICMP
13  202.97.53.217  298.512 ms ICMP
14  202.97.53.9  275.306 ms ICMP
15  202.97.80.34  285.646 ms ICMP
16  *
17  219.150.177.250  294.777 ms ICMP
18  103.22.188.62  290.777 ms ICMP
19  *
20  42.51.39.223  299.299 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.18.50.72
 1  192.168.100.1  0.912 ms ICMP
 2  202.163.124.100  2.211 ms ICMP
 3  192.168.146.53  4.876 ms ICMP
 4  202.163.124.57  4.690 ms ICMP
 5  116.71.134.65  2.835 ms ICMP
 6  221.120.223.57  4.558 ms ICMP
 7  221.120.254.49  22.852 ms ICMP
 8  221.120.251.88  20.332 ms ICMP
 9  221.120.200.3  21.826 ms ICMP
10  104.18.50.72  20.751 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.31.92.50
 1  192.168.100.1  0.872 ms ICMP
 2  202.163.124.100  9.283 ms ICMP
 3  192.168.146.53  4.670 ms ICMP
 4  202.163.124.57  2.709 ms ICMP
 5  116.71.134.65  2.848 ms ICMP
 6  221.120.223.57  3.709 ms ICMP
 7  221.120.254.49  25.138 ms ICMP
 8  221.120.251.88  23.444 ms ICMP
 9  221.120.200.3  24.896 ms ICMP
10  104.31.92.50  22.947 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 176.31.91.144
 1  192.168.100.1  0.872 ms ICMP
 2  202.163.124.100  18.381 ms ICMP
 3  192.168.146.53  4.688 ms ICMP
 4  202.163.124.57  2.860 ms ICMP
 5  116.71.134.65  3.043 ms ICMP
 6  221.120.223.53  4.970 ms ICMP
 7  221.120.254.18  23.364 ms ICMP
 8  221.120.248.43  22.210 ms ICMP
 9  93.186.129.176  120.893 ms ICMP
10  195.22.208.117  145.319 ms ICMP
11  91.121.131.62  162.621 ms ICMP
12  91.121.215.194  161.115 ms ICMP
13  94.23.122.137  162.768 ms ICMP
14  178.33.100.158  161.631 ms ICMP
15  *
16  37.187.231.64  167.184 ms ICMP
17  176.31.91.144  162.267 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 101.200.206.2
 1  192.168.100.1  0.792 ms ICMP
 2  202.163.124.100  3.605 ms ICMP
 3  *
 4  202.163.124.57  2.738 ms ICMP
 5  116.71.134.65  3.039 ms ICMP
 6  221.120.223.57  5.000 ms ICMP
 7  221.120.254.49  26.307 ms ICMP
 8  221.120.248.43  27.458 ms ICMP
 9  93.186.129.216  124.084 ms ICMP
10  195.22.211.104  164.602 ms ICMP
11  89.221.34.147  166.054 ms ICMP
12  202.97.58.69  287.611 ms ICMP
13  202.97.53.217  288.470 ms ICMP
14  202.97.94.177  289.161 ms ICMP
15  *
16  *
17  106.38.196.230  285.627 ms ICMP
18  *
19  123.56.34.81  278.087 ms ICMP
20  *
21  101.200.206.2  284.197 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.151.19
 1  192.168.100.1  1.266 ms ICMP
 2  202.163.124.100  2.280 ms ICMP
 3  192.168.146.53  5.081 ms ICMP
 4  202.163.124.57  5.186 ms ICMP
 5  116.71.134.65  2.851 ms ICMP
 6  221.120.223.53  3.767 ms ICMP
 7  221.120.254.18  27.324 ms ICMP
 8  221.120.251.101  23.883 ms ICMP
 9  221.120.200.3  22.095 ms ICMP
10  104.27.151.19  24.553 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.6.34
 1  192.168.100.1  0.875 ms ICMP
 2  202.163.124.100  2.387 ms ICMP
 3  *
 4  202.163.124.57  4.627 ms ICMP
 5  116.71.134.65  2.821 ms ICMP
 6  221.120.223.57  5.597 ms ICMP
 7  221.120.254.49  21.535 ms ICMP
 8  221.120.251.88  20.085 ms ICMP
 9  221.120.200.3  21.555 ms ICMP
10  104.28.6.34  22.161 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 34.213.106.51
 1  192.168.100.1  0.839 ms ICMP
 2  202.163.124.100  3.254 ms ICMP
 3  *
 4  202.163.124.57  2.957 ms ICMP
 5  116.71.134.65  3.028 ms ICMP
 6  221.120.223.57  3.478 ms ICMP
 7  221.120.254.49  21.633 ms ICMP
 8  221.120.248.43  21.086 ms ICMP
 9  195.229.27.213  39.951 ms ICMP
10  195.229.0.89  40.141 ms ICMP
11  195.229.0.149  299.095 ms ICMP
12  206.72.210.146  303.653 ms ICMP
13  *
14  *
15  52.93.14.220  319.602 ms ICMP
16  52.93.14.213  307.053 ms ICMP
17  52.93.15.28  308.493 ms ICMP
18  52.93.246.175  307.184 ms ICMP
19  52.93.246.73  310.099 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  34.213.106.51  329.737 ms ICMP
tcp-traceroute from 192.168.100.4 to 104.18.52.116
 1  192.168.100.1  0.907 ms ICMP
 2  202.163.124.100  2.261 ms ICMP
 3  192.168.146.53  4.726 ms ICMP
 4  202.163.124.57  2.743 ms ICMP
 5  116.71.134.65  2.731 ms ICMP
 6  221.120.223.53  6.676 ms ICMP
 7  221.120.254.18  25.564 ms ICMP
 8  221.120.251.101  22.135 ms ICMP
 9  221.120.200.3  41.653 ms ICMP
10  104.18.52.116  22.722 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.18.42.179
 1  192.168.100.1  0.872 ms ICMP
 2  202.163.124.100  2.254 ms ICMP
 3  *
 4  202.163.124.57  3.345 ms ICMP
 5  116.71.134.65  2.798 ms ICMP
 6  221.120.223.57  3.141 ms ICMP
 7  221.120.254.49  23.740 ms ICMP
 8  221.120.251.88  20.441 ms ICMP
 9  221.120.200.3  21.869 ms ICMP
10  104.18.42.179  24.318 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.187.188
 1  192.168.100.1  0.885 ms ICMP
 2  202.163.124.100  2.178 ms ICMP
 3  192.168.146.53  5.187 ms ICMP
 4  202.163.124.57  2.680 ms ICMP
 5  116.71.134.65  3.004 ms ICMP
 6  221.120.223.53  4.576 ms ICMP
 7  221.120.254.18  30.556 ms ICMP
 8  221.120.251.101  24.759 ms ICMP
 9  221.120.200.3  35.229 ms ICMP
10  104.27.187.188  23.192 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 179.43.151.201
 1  192.168.100.1  20.986 ms ICMP
 2  202.163.124.100  5.143 ms ICMP
 3  192.168.146.53  4.610 ms ICMP
 4  202.163.124.57  3.272 ms ICMP
 5  116.71.134.65  3.967 ms ICMP
 6  221.120.223.57  3.848 ms ICMP
 7  221.120.254.49  25.316 ms ICMP
 8  202.125.128.164  22.826 ms ICMP
 9  *
10  4.68.72.134  143.214 ms ICMP
11  195.22.208.117  149.503 ms ICMP
12  195.22.192.1  138.406 ms ICMP
13  31.44.33.210  140.599 ms ICMP
14  31.44.43.94  147.030 ms ICMP
15  46.19.136.241  141.246 ms ICMP
16  46.19.136.238  140.818 ms ICMP
17  179.43.151.201  143.148 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.18.39.144
 1  192.168.100.1  0.895 ms ICMP
 2  202.163.124.100  4.489 ms ICMP
 3  192.168.146.53  4.595 ms ICMP
 4  202.163.124.57  2.659 ms ICMP
 5  116.71.134.65  2.981 ms ICMP
 6  221.120.223.57  5.952 ms ICMP
 7  221.120.254.49  91.337 ms ICMP
 8  221.120.251.88  20.494 ms ICMP
 9  221.120.200.3  21.905 ms ICMP
10  104.18.39.144  21.962 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.4.150
 1  192.168.100.1  0.925 ms ICMP
 2  202.163.124.100  2.202 ms ICMP
 3  *
 4  202.163.124.57  3.488 ms ICMP
 5  116.71.134.65  3.464 ms ICMP
 6  221.120.223.53  3.500 ms ICMP
 7  221.120.254.18  25.220 ms ICMP
 8  221.120.251.101  22.306 ms ICMP
 9  221.120.200.3  20.671 ms ICMP
10  104.28.4.150  19.847 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.31.94.189
 1  192.168.100.1  1.103 ms ICMP
 2  202.163.124.100  4.783 ms ICMP
 3  *
 4  202.163.124.57  3.226 ms ICMP
 5  116.71.134.65  2.717 ms ICMP
 6  221.120.223.53  3.525 ms ICMP
 7  221.120.254.18  27.185 ms ICMP
 8  221.120.251.101  24.631 ms ICMP
 9  221.120.200.3  22.987 ms ICMP
10  104.31.94.189  22.361 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.187.29
 1  192.168.100.1  0.955 ms ICMP
 2  202.163.124.100  9.902 ms ICMP
 3  *
 4  202.163.124.57  6.352 ms ICMP
 5  116.71.134.65  2.951 ms ICMP
 6  221.120.223.53  6.628 ms ICMP
 7  221.120.254.18  27.468 ms ICMP
 8  221.120.251.101  24.836 ms ICMP
 9  221.120.200.3  23.383 ms ICMP
10  104.27.187.29  25.399 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.176.83
 1  192.168.100.1  29.103 ms ICMP
 2  202.163.124.100  2.295 ms ICMP
 3  *
 4  202.163.124.57  4.613 ms ICMP
 5  116.71.134.65  2.768 ms ICMP
 6  221.120.223.57  5.045 ms ICMP
 7  221.120.254.49  23.993 ms ICMP
 8  221.120.251.88  20.534 ms ICMP
 9  221.120.200.3  24.939 ms ICMP
10  104.27.176.83  22.207 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.145.234
 1  192.168.100.1  1.015 ms ICMP
 2  202.163.124.100  2.377 ms ICMP
 3  *
 4  202.163.124.57  5.736 ms ICMP
 5  116.71.134.65  3.219 ms ICMP
 6  221.120.223.57  5.783 ms ICMP
 7  221.120.254.49  22.192 ms ICMP
 8  221.120.251.88  20.522 ms ICMP
 9  221.120.200.3  34.647 ms ICMP
10  104.27.145.234  25.573 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.158.102
 1  192.168.100.1  0.973 ms ICMP
 2  202.163.124.100  7.704 ms ICMP
 3  *
 4  202.163.124.57  2.831 ms ICMP
 5  116.71.134.65  2.681 ms ICMP
 6  221.120.223.57  5.405 ms ICMP
 7  221.120.254.49  21.554 ms ICMP
 8  221.120.251.88  20.349 ms ICMP
 9  221.120.200.3  21.958 ms ICMP
10  104.27.158.102  21.274 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.8.35
 1  192.168.100.1  1.048 ms ICMP
 2  202.163.124.100  2.505 ms ICMP
 3  192.168.146.53  4.669 ms ICMP
 4  202.163.124.57  2.726 ms ICMP
 5  116.71.134.65  2.968 ms ICMP
 6  221.120.223.53  5.832 ms ICMP
 7  221.120.254.18  26.984 ms ICMP
 8  221.120.251.101  24.915 ms ICMP
 9  221.120.200.3  23.087 ms ICMP
10  104.28.8.35  23.064 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.108.102
 1  192.168.100.1  0.947 ms ICMP
 2  202.163.124.100  2.280 ms ICMP
 3  192.168.146.53  4.857 ms ICMP
 4  202.163.124.57  2.775 ms ICMP
 5  116.71.134.65  2.764 ms ICMP
 6  221.120.223.57  4.286 ms ICMP
 7  221.120.254.49  21.593 ms ICMP
 8  221.120.251.88  20.076 ms ICMP
 9  221.120.200.3  21.560 ms ICMP
10  104.25.108.102  19.414 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.18.39.99
 1  192.168.100.1  0.958 ms ICMP
 2  202.163.124.100  2.308 ms ICMP
 3  192.168.146.53  4.895 ms ICMP
 4  202.163.124.57  2.772 ms ICMP
 5  116.71.134.65  3.252 ms ICMP
 6  221.120.223.53  3.979 ms ICMP
 7  221.120.254.18  25.860 ms ICMP
 8  221.120.251.101  25.515 ms ICMP
 9  221.120.200.3  23.735 ms ICMP
10  104.18.39.99  27.028 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 52.50.135.26
 1  192.168.100.1  0.978 ms ICMP
 2  202.163.124.100  3.629 ms ICMP
 3  *
 4  202.163.124.57  2.677 ms ICMP
 5  116.71.134.65  2.833 ms ICMP
 6  221.120.223.53  4.619 ms ICMP
 7  221.120.254.18  27.137 ms ICMP
 8  221.120.248.5  21.943 ms ICMP
 9  149.14.125.217  134.768 ms ICMP
10  130.117.49.153  144.244 ms ICMP
11  154.54.60.170  151.227 ms ICMP
12  130.117.48.138  150.883 ms ICMP
13  149.14.196.218  152.310 ms ICMP
14  52.95.61.106  213.814 ms ICMP
15  52.95.61.111  224.091 ms ICMP
16  *
17  176.32.106.239  227.858 ms ICMP
18  *
19  52.93.6.206  231.070 ms ICMP
20  52.93.101.57  228.538 ms ICMP
21  52.93.101.0  163.572 ms ICMP
22  52.93.7.145  163.138 ms ICMP
23  *
24  *
25  *
26  *
27  *
28  *
29  *
30  52.50.135.26  162.648 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.24.103.36
 1  192.168.100.1  0.960 ms ICMP
 2  202.163.124.100  2.368 ms ICMP
 3  192.168.146.53  4.744 ms ICMP
 4  202.163.124.57  2.752 ms ICMP
 5  116.71.134.65  3.249 ms ICMP
 6  221.120.223.53  4.729 ms ICMP
 7  221.120.254.18  30.410 ms ICMP
 8  221.120.251.101  27.774 ms ICMP
 9  221.120.200.3  24.876 ms ICMP
10  104.24.103.36  25.045 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 106.12.133.76
 1  192.168.100.1  0.977 ms ICMP
 2  202.163.124.100  4.762 ms ICMP
 3  192.168.146.53  5.092 ms ICMP
 4  202.163.124.57  3.394 ms ICMP
 5  116.71.134.65  2.875 ms ICMP
 6  221.120.223.57  4.745 ms ICMP
 7  221.120.254.49  25.732 ms ICMP
 8  221.120.248.3  24.584 ms ICMP
 9  93.186.129.216  121.641 ms ICMP
10  195.22.211.36  154.811 ms ICMP
11  89.221.34.147  152.852 ms ICMP
12  202.97.95.153  292.468 ms ICMP
13  *
14  202.97.94.121  294.732 ms ICMP
15  113.96.0.97  288.760 ms ICMP
16  *
17  14.29.121.226  299.243 ms ICMP
18  182.61.254.104  294.926 ms ICMP
19  *
20  182.61.253.222  291.660 ms ICMP
21  *
22  *
23  106.12.133.76  291.754 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 172.104.30.143
 1  192.168.100.1  1.011 ms ICMP
 2  202.163.124.100  2.787 ms ICMP
 3  192.168.146.53  11.276 ms ICMP
 4  202.163.124.57  2.703 ms ICMP
 5  116.71.134.65  2.831 ms ICMP
 6  221.120.223.57  3.431 ms ICMP
 7  221.120.254.49  25.682 ms ICMP
 8  221.120.248.43  24.230 ms ICMP
 9  93.186.142.194  126.845 ms ICMP
10  195.22.205.39  152.711 ms ICMP
11  93.186.128.157  220.425 ms ICMP
12  129.250.5.82  304.070 ms ICMP
13  129.250.3.183  213.496 ms ICMP
14  129.250.5.81  222.011 ms ICMP
15  129.250.2.4  291.445 ms ICMP
16  129.250.3.98  297.708 ms ICMP
17  199.245.16.78  225.569 ms ICMP
18  173.255.239.17  230.095 ms ICMP
19  172.104.30.143  227.092 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.10.252
 1  192.168.100.1  0.939 ms ICMP
 2  202.163.124.100  2.271 ms ICMP
 3  *
 4  202.163.124.57  2.774 ms ICMP
 5  116.71.134.65  2.857 ms ICMP
 6  221.120.223.53  6.083 ms ICMP
 7  221.120.254.18  27.160 ms ICMP
 8  221.120.251.101  24.750 ms ICMP
 9  221.120.200.3  23.029 ms ICMP
10  104.28.10.252  23.978 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.28.11.159
 1  192.168.100.1  0.856 ms ICMP
 2  202.163.124.100  2.363 ms ICMP
 3  *
 4  202.163.124.57  3.313 ms ICMP
 5  116.71.134.65  2.883 ms ICMP
 6  221.120.223.53  5.711 ms ICMP
 7  221.120.254.18  23.592 ms ICMP
 8  221.120.251.101  25.767 ms ICMP
 9  221.120.200.3  21.937 ms ICMP
10  104.28.11.159  21.833 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 107.167.189.210
 1  192.168.100.1  0.921 ms ICMP
 2  202.163.124.100  2.376 ms ICMP
 3  192.168.146.53  4.864 ms ICMP
 4  202.163.124.57  3.123 ms ICMP
 5  116.71.134.65  3.109 ms ICMP
 6  221.120.223.53  3.406 ms ICMP
 7  221.120.254.18  26.544 ms ICMP
 8  221.120.248.6  22.834 ms ICMP
 9  74.125.119.252  38.702 ms ICMP
10  108.170.247.24  40.213 ms ICMP
11  209.85.241.223  143.696 ms ICMP
12  216.239.35.201  152.166 ms ICMP
13  209.85.248.176  229.861 ms ICMP
14  216.239.57.196  258.838 ms ICMP
15  72.14.239.209  283.147 ms ICMP
16  72.14.236.178  287.963 ms ICMP
17  209.85.249.75  271.646 ms ICMP
18  209.85.249.144  269.580 ms ICMP
19  216.239.41.47  273.474 ms ICMP
20  *
21  *
22  *
23  *
24  *
25  107.167.189.210  275.979 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.24.115.194
 1  192.168.100.1  0.915 ms ICMP
 2  202.163.124.100  6.339 ms ICMP
 3  192.168.146.53  4.550 ms ICMP
 4  202.163.124.57  2.873 ms ICMP
 5  116.71.134.65  2.753 ms ICMP
 6  221.120.223.53  6.023 ms ICMP
 7  221.120.254.18  24.076 ms ICMP
 8  221.120.251.101  23.963 ms ICMP
 9  221.120.200.3  22.179 ms ICMP
10  104.24.115.194  23.726 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.25.249.118
 1  192.168.100.1  0.927 ms ICMP
 2  202.163.124.100  3.466 ms ICMP
 3  *
 4  202.163.124.57  7.778 ms ICMP
 5  116.71.134.65  3.449 ms ICMP
 6  221.120.223.57  5.807 ms ICMP
 7  221.120.254.49  25.456 ms ICMP
 8  221.120.251.88  23.477 ms ICMP
 9  221.120.200.3  25.589 ms ICMP
10  104.25.249.118  24.228 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.168.86
 1  *
 2  202.163.124.100  2.296 ms ICMP
 3  *
 4  202.163.124.57  2.720 ms ICMP
 5  116.71.134.65  2.800 ms ICMP
 6  221.120.223.53  6.185 ms ICMP
 7  221.120.254.18  28.137 ms ICMP
 8  221.120.251.101  26.295 ms ICMP
 9  221.120.200.3  24.620 ms ICMP
10  104.27.168.86  23.997 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.27.166.33
 1  *
 2  202.163.124.100  2.240 ms ICMP
 3  *
 4  202.163.124.57  2.610 ms ICMP
 5  116.71.134.65  2.659 ms ICMP
 6  221.120.223.53  2.853 ms ICMP
 7  221.120.254.18  25.167 ms ICMP
 8  221.120.251.101  22.362 ms ICMP
 9  221.120.200.3  20.476 ms ICMP
10  104.27.166.33  19.681 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 173.247.245.75
 1  192.168.100.1  0.885 ms ICMP
 2  202.163.124.100  2.321 ms ICMP
 3  *
 4  202.163.124.57  2.671 ms ICMP
 5  116.71.134.65  2.852 ms ICMP
 6  221.120.223.53  4.460 ms ICMP
 7  221.120.254.18  26.596 ms ICMP
 8  221.120.248.3  21.527 ms ICMP
 9  202.125.134.22  155.009 ms ICMP
10  80.249.209.150  158.056 ms ICMP
11  184.105.213.66  165.731 ms ICMP
12  72.52.92.198  191.747 ms ICMP
13  184.105.65.245  226.550 ms ICMP
14  184.105.81.150  232.936 ms ICMP
15  72.52.92.225  235.779 ms ICMP
16  184.105.80.202  288.483 ms ICMP
17  72.52.92.122  288.064 ms ICMP
18  64.62.214.114  290.189 ms ICMP
19  74.124.220.129  286.626 ms ICMP
20  66.117.1.86  293.619 ms ICMP
21  *
22  *
23  *
24  104.244.122.21  284.374 ms ICMP
25  173.247.245.75  284.250 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 123.206.91.87
 1  192.168.100.1  0.883 ms ICMP
 2  202.163.124.100  2.320 ms ICMP
 3  192.168.146.53  70.547 ms ICMP
 4  202.163.124.57  2.945 ms ICMP
 5  116.71.134.65  3.035 ms ICMP
 6  221.120.223.57  5.868 ms ICMP
 7  221.120.254.49  24.118 ms ICMP
 8  202.125.128.134  24.292 ms ICMP
 9  93.186.129.214  231.110 ms ICMP
10  195.22.211.36  155.879 ms ICMP
11  89.221.34.147  153.121 ms ICMP
12  202.97.52.69  369.875 ms ICMP
13  *
14  202.97.34.157  372.443 ms ICMP
15  202.97.54.14  376.171 ms ICMP
16  221.238.7.90  369.801 ms ICMP
17  *
18  123.150.32.126  377.646 ms ICMP
19  *
20  *
21  *
22  *
23  123.206.91.87  371.629 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 104.18.59.78
 1  *
 2  202.163.124.100  2.303 ms ICMP
 3  *
 4  202.163.124.57  2.966 ms ICMP
 5  116.71.134.65  2.821 ms ICMP
 6  221.120.223.53  3.799 ms ICMP
 7  221.120.254.18  26.028 ms ICMP
 8  221.120.251.101  23.709 ms ICMP
 9  221.120.200.3  22.075 ms ICMP
10  104.18.59.78  23.196 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 60.205.82.37
 1  192.168.100.1  0.953 ms ICMP
 2  202.163.124.100  2.470 ms ICMP
 3  192.168.146.53  13.773 ms ICMP
 4  202.163.124.57  2.740 ms ICMP
 5  116.71.134.65  2.822 ms ICMP
 6  221.120.223.53  4.662 ms ICMP
 7  221.120.254.18  24.005 ms ICMP
 8  221.120.248.43  35.130 ms ICMP
 9  93.186.142.194  121.722 ms ICMP
10  195.22.211.36  149.939 ms ICMP
11  89.221.34.147  147.628 ms ICMP
12  202.97.58.69  273.935 ms ICMP
13  *
14  *
15  *
16  *
17  36.110.169.94  282.093 ms ICMP
18  *
19  *
20  *
21  *
22  60.205.82.37  283.375 ms [SYN-ACK]
tcp-traceroute from 192.168.100.4 to 114.113.146.118
 1  192.168.100.1  0.939 ms ICMP
 2  202.163.124.100  2.268 ms ICMP
 3  *
 4  202.163.124.57  2.819 ms ICMP
 5  116.71.134.65  3.061 ms ICMP
 6  221.120.223.53  4.656 ms ICMP
 7  221.120.254.18  35.981 ms ICMP
 8  221.120.248.6  24.945 ms ICMP
 9  116.51.26.61  100.759 ms ICMP
10  129.250.7.18  101.896 ms ICMP
11  129.250.4.34  103.194 ms ICMP
12  129.250.2.67  166.424 ms ICMP
13  129.250.7.33  164.666 ms ICMP
14  219.158.34.153  258.640 ms ICMP
15  219.158.3.181  266.457 ms ICMP
16  219.158.4.173  260.116 ms ICMP
17  202.96.12.2  258.079 ms ICMP
18  61.148.156.194  265.616 ms ICMP
19  *
